1.528320437	0.069667444
1.228215097	0.06842917
0.928213063	0.068172136
0.62820584	0.066430503
0.328202975	0.065973068
0.02839905	0.065131232
-0.27170416	0.064576097
-0.571611703	0.0627372
-0.871714935	0.06218188
-1.171519563	0.061142456
-1.471721257	0.060988757
-1.771428284	0.059252277
-2.071335301	0.057605235	
-0.171737962	-1.635102958
-0.1684331	-1.335205508
-0.171336247	-1.035602343
-0.171337734	-0.735101853
-0.171539032	-0.43560115
-0.171637151	-0.136100555
-0.171733119	0.165683627
-0.171533779	0.464883495
-0.171432026	0.764484462
-0.171626131	1.065084183
-0.172022002	1.364284297
-0.1715096	1.664684141
-0.172793166	1.965385505
1.533600196	-1.636507796
1.530206423	-1.03212947
1.528398013	-0.430025222
1.528485229	0.16976746
1.530778127	0.770264688
1.534385787	1.373290496	
0.933729331	1.969992324
0.93069699	1.368088851
0.928683357	0.767471824
0.928279598	0.168072243
0.927780081	-0.431023066
0.927980607	-1.031225254
0.930861994	-1.634912491
0.328264618	-1.633420977
0.327469922	-1.033426287
0.327967493	-0.433825308
0.328168829	0.165673267
0.328076209	0.765973911
0.328485257	1.365282192
0.329613052	1.965884409
-0.272996336	1.964576435
-0.272223314	1.363975474
-0.27183589	0.763476676
-0.271838452	0.164275516
-0.271839394	-0.43532624
-0.271640219	-1.036027288
-0.271942624	-1.635430335
-0.872661494	-1.640139194
-0.871149698	-0.437627589
-0.871848937	0.161977804
-0.87194365	0.761979662
-0.873431008	1.362569249
-0.876104641	1.963068952
-1.480425555	1.963663676
-1.477244468	1.363366496
-1.473755184	0.761485312
-1.47205712	0.160581369
-1.47205712	0.160581369
-1.47265183	-1.041525565
-1.474663514	-1.6452458	
-2.077293485	1.362370199
-2.07448687	0.759699933
-2.072171998	0.157894789
-2.071453085	-0.443616661
-2.072135023	-1.046515181
-2.073426001	-1.650045513
