1.528124	0.06558
1.228124	0.06558
0.928124	0.06558
0.628124	0.06558
0.328124	0.06558
0.028124	0.06558
-0.271876	0.06558
-0.571876	0.06558
-0.871876	0.06558
-1.171876	0.06558
-1.471876	0.06558
-1.771876	0.06558
-2.071876	0.06558	
-0.171876	-1.63442
-0.171876	-1.33442
-0.171876	-1.03442
-0.171876	-0.73442
-0.171876	-0.43442
-0.171876	-0.13442
-0.171876	0.16558
-0.171876	0.46558
-0.171876	0.76558
-0.171876	1.06558
-0.171876	1.36558
-0.171876	1.66558
-0.171876	1.96558
1.528124	-1.63442
1.528124	-1.03442
1.528124	-0.43442
1.528124	0.16558
1.528124	0.76558
1.528124	1.36558	
0.928124	1.96558
0.928124	1.36558
0.928124	0.76558
0.928124	0.16558
0.928124	-0.43442
0.928124	-1.03442
0.928124	-1.63442
0.328124	-1.63442
0.328124	-1.03442
0.328124	-0.43442
0.328124	0.16558
0.328124	0.76558
0.328124	1.36558
0.328124	1.96558
-0.271876	1.96558
-0.271876	1.36558
-0.271876	0.76558
-0.271876	0.16558
-0.271876	-0.43442
-0.271876	-1.03442
-0.271876	-1.63442
-0.871876	-1.63442
-0.871876	-0.43442
-0.871876	0.16558
-0.871876	0.76558
-0.871876	1.36558
-0.871876	1.96558
-1.471876	1.96558
-1.471876	1.36558
-1.471876	0.76558
-1.471876	0.16558
-1.471876	-0.43442
-1.471876	-1.03442
-1.471876	-1.63442	
-2.071876	1.36558
-2.071876	0.76558
-2.071876	0.16558
-2.071876	-0.43442
-2.071876	-1.03442
-2.071876	-1.63442
